YEAR,WEATHER_CONDITION,PRIM_CONTRIBUTORY_CAUSE,COUNT
2019,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),24
2019,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",17
2019,SNOW,WEATHER,942
2019,UNKNOWN,ANIMAL,2
2019,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,1
2019,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,2
2019,UNKNOWN,DISREGARDING ROAD MARKINGS,4
2019,UNKNOWN,DISREGARDING STOP SIGN,26
2019,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,22
2019,UNKNOWN,DISREGARDING YIELD SIGN,1
2019,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,12
2019,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,8
2019,UNKNOWN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2019,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,10
2019,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,64
2019,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,3
2019,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",4
2019,UNKNOWN,EXCEEDING AUTHORIZED SPEED LIMIT,3
2019,UNKNOWN,EXCEEDING SAFE SPEED FOR CONDITIONS,4
2019,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,120
2019,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,173
2019,UNKNOWN,FOLLOWING TOO CLOSELY,204
2019,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),4
2019,UNKNOWN,IMPROPER BACKING,153
2019,UNKNOWN,IMPROPER LANE USAGE,84
2019,UNKNOWN,IMPROPER OVERTAKING/PASSING,111
2019,UNKNOWN,IMPROPER TURNING/NO SIGNAL,76
2019,UNKNOWN,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,1
2019,UNKNOWN,NOT APPLICABLE,381
2019,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",22
2019,UNKNOWN,PHYSICAL CONDITION OF DRIVER,7
2019,UNKNOWN,RELATED TO BUS STOP,2
2019,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,11
2019,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,33
2019,UNKNOWN,TEXTING,1
2019,UNKNOWN,UNABLE TO DETERMINE,3329
2019,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3
2019,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",7
2019,UNKNOWN,WEATHER,11
2020,"BLOWING SAND, SOIL, DIRT",FAILING TO YIELD RIGHT-OF-WAY,1
2020,"BLOWING SAND, SOIL, DIRT",UNABLE TO DETERMINE,1
2020,BLOWING SNOW,DISREGARDING TRAFFIC SIGNALS,4
2020,BLOWING SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1
2020,BLOWING SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,2
2020,BLOWING SNOW,FAILING TO YIELD RIGHT-OF-WAY,2
2020,BLOWING SNOW,FOLLOWING TOO CLOSELY,5
2020,BLOWING SNOW,IMPROPER LANE USAGE,1
2020,BLOWING SNOW,IMPROPER OVERTAKING/PASSING,3
2020,BLOWING SNOW,IMPROPER TURNING/NO SIGNAL,1
2020,BLOWING SNOW,NOT APPLICABLE,2
2020,BLOWING SNOW,PHYSICAL CONDITION OF DRIVER,2
2020,BLOWING SNOW,UNABLE TO DETERMINE,14
2020,BLOWING SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2020,BLOWING SNOW,WEATHER,11
2020,CLEAR,ANIMAL,78
2020,CLEAR,BICYCLE ADVANCING LEGALLY ON RED LIGHT,4
2020,CLEAR,CELL PHONE USE OTHER THAN TEXTING,117
2020,CLEAR,DISREGARDING OTHER TRAFFIC SIGNS,191
2020,CLEAR,DISREGARDING ROAD MARKINGS,87
2020,CLEAR,DISREGARDING STOP SIGN,1035
2020,CLEAR,DISREGARDING TRAFFIC SIGNALS,1922
2020,CLEAR,DISREGARDING YIELD SIGN,39
2020,CLEAR,DISTRACTION - FROM INSIDE VEHICLE,610
2020,CLEAR,DISTRACTION - FROM OUTSIDE VEHICLE,386
2020,CLEAR,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",49
2020,CLEAR,DRIVING ON WRONG SIDE/WRONG WAY,473
2020,CLEAR,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2310
2020,CLEAR,EQUIPMENT - VEHICLE CONDITION,586
2020,CLEAR,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",165
2020,CLEAR,FAILING TO REDUCE SPEED TO AVOID CRASH,3831
2020,CLEAR,FAILING TO YIELD RIGHT-OF-WAY,7932
2020,CLEAR,FOLLOWING TOO CLOSELY,6709
2020,CLEAR,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),100
2020,CLEAR,IMPROPER BACKING,2945
2020,CLEAR,IMPROPER LANE USAGE,2537
2020,CLEAR,IMPROPER OVERTAKING/PASSING,3331
2020,CLEAR,IMPROPER TURNING/NO SIGNAL,2360
2020,CLEAR,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,2
2020,CLEAR,NOT APPLICABLE,3912
2020,CLEAR,OBSTRUCTED CROSSWALKS,9
2020,CLEAR,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1178
2020,CLEAR,PASSING STOPPED SCHOOL BUS,6
2020,CLEAR,PHYSICAL CONDITION OF DRIVER,579
2020,CLEAR,RELATED TO BUS STOP,66
2020,CLEAR,ROAD CONSTRUCTION/MAINTENANCE,113
2020,CLEAR,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,119
2020,CLEAR,TEXTING,28
2020,CLEAR,TURNING RIGHT ON RED,61
2020,CLEAR,UNABLE TO DETERMINE,28602
2020,CLEAR,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),549
2020,CLEAR,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",453
2020,CLEAR,WEATHER,105
2020,CLOUDY/OVERCAST,ANIMAL,1
2020,CLOUDY/OVERCAST,CELL PHONE USE OTHER THAN TEXTING,2
2020,CLOUDY/OVERCAST,DISREGARDING OTHER TRAFFIC SIGNS,6
2020,CLOUDY/OVERCAST,DISREGARDING ROAD MARKINGS,4
2020,CLOUDY/OVERCAST,DISREGARDING STOP SIGN,35
2020,CLOUDY/OVERCAST,DISREGARDING TRAFFIC SIGNALS,70
2020,CLOUDY/OVERCAST,DISTRACTION - FROM INSIDE VEHICLE,26
2020,CLOUDY/OVERCAST,DISTRACTION - FROM OUTSIDE VEHICLE,14
2020,CLOUDY/OVERCAST,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2
2020,CLOUDY/OVERCAST,DRIVING ON WRONG SIDE/WRONG WAY,10
2020,CLOUDY/OVERCAST,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,151
2020,CLOUDY/OVERCAST,EQUIPMENT - VEHICLE CONDITION,29
2020,CLOUDY/OVERCAST,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",4
2020,CLOUDY/OVERCAST,FAILING TO REDUCE SPEED TO AVOID CRASH,140
2020,CLOUDY/OVERCAST,FAILING TO YIELD RIGHT-OF-WAY,320
2020,CLOUDY/OVERCAST,FOLLOWING TOO CLOSELY,238
2020,CLOUDY/OVERCAST,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2020,CLOUDY/OVERCAST,IMPROPER BACKING,93
2020,CLOUDY/OVERCAST,IMPROPER LANE USAGE,103
2020,CLOUDY/OVERCAST,IMPROPER OVERTAKING/PASSING,132
2020,CLOUDY/OVERCAST,IMPROPER TURNING/NO SIGNAL,96
2020,CLOUDY/OVERCAST,NOT APPLICABLE,82
2020,CLOUDY/OVERCAST,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",43
2020,CLOUDY/OVERCAST,PHYSICAL CONDITION OF DRIVER,12
2020,CLOUDY/OVERCAST,RELATED TO BUS STOP,3
2020,CLOUDY/OVERCAST,ROAD CONSTRUCTION/MAINTENANCE,2
2020,CLOUDY/OVERCAST,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,7
2020,CLOUDY/OVERCAST,TEXTING,3
2020,CLOUDY/OVERCAST,TURNING RIGHT ON RED,2
2020,CLOUDY/OVERCAST,UNABLE TO DETERMINE,782
2020,CLOUDY/OVERCAST,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),7
2020,CLOUDY/OVERCAST,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",22
2020,CLOUDY/OVERCAST,WEATHER,23
2020,FOG/SMOKE/HAZE,CELL PHONE USE OTHER THAN TEXTING,1
2020,FOG/SMOKE/HAZE,DISREGARDING STOP SIGN,1
2020,FOG/SMOKE/HAZE,DISREGARDING TRAFFIC SIGNALS,3
2020,FOG/SMOKE/HAZE,DISTRACTION - FROM INSIDE VEHICLE,5
2020,FOG/SMOKE/HAZE,DRIVING ON WRONG SIDE/WRONG WAY,3
2020,FOG/SMOKE/HAZE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1
2020,FOG/SMOKE/HAZE,FAILING TO REDUCE SPEED TO AVOID CRASH,6
2020,FOG/SMOKE/HAZE,FAILING TO YIELD RIGHT-OF-WAY,11
2020,FOG/SMOKE/HAZE,FOLLOWING TOO CLOSELY,6
2020,FOG/SMOKE/HAZE,IMPROPER BACKING,8
2020,FOG/SMOKE/HAZE,IMPROPER LANE USAGE,2
2020,FOG/SMOKE/HAZE,IMPROPER OVERTAKING/PASSING,9
2020,FOG/SMOKE/HAZE,IMPROPER TURNING/NO SIGNAL,4
2020,FOG/SMOKE/HAZE,NOT APPLICABLE,4
2020,FOG/SMOKE/HAZE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",5
2020,FOG/SMOKE/HAZE,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1
2020,FOG/SMOKE/HAZE,UNABLE TO DETERMINE,28
2020,FOG/SMOKE/HAZE,WEATHER,5
2020,FREEZING RAIN/DRIZZLE,DISREGARDING OTHER TRAFFIC SIGNS,1
2020,FREEZING RAIN/DRIZZLE,DISREGARDING STOP SIGN,1
2020,FREEZING RAIN/DRIZZLE,DISREGARDING TRAFFIC SIGNALS,9
2020,FREEZING RAIN/DRIZZLE,DISREGARDING YIELD SIGN,1
2020,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM INSIDE VEHICLE,1
2020,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM OUTSIDE VEHICLE,2
2020,FREEZING RAIN/DRIZZLE,DRIVING ON WRONG SIDE/WRONG WAY,1
2020,FREEZING RAIN/DRIZZLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,12
2020,FREEZING RAIN/DRIZZLE,EQUIPMENT - VEHICLE CONDITION,5
2020,FREEZING RAIN/DRIZZLE,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",1
2020,FREEZING RAIN/DRIZZLE,FAILING TO REDUCE SPEED TO AVOID CRASH,16
2020,FREEZING RAIN/DRIZZLE,FAILING TO YIELD RIGHT-OF-WAY,36
2020,FREEZING RAIN/DRIZZLE,FOLLOWING TOO CLOSELY,22
2020,FREEZING RAIN/DRIZZLE,IMPROPER BACKING,5
2020,FREEZING RAIN/DRIZZLE,IMPROPER LANE USAGE,10
2020,FREEZING RAIN/DRIZZLE,IMPROPER OVERTAKING/PASSING,9
2020,FREEZING RAIN/DRIZZLE,IMPROPER TURNING/NO SIGNAL,5
2020,FREEZING RAIN/DRIZZLE,NOT APPLICABLE,9
2020,FREEZING RAIN/DRIZZLE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",5
2020,FREEZING RAIN/DRIZZLE,ROAD CONSTRUCTION/MAINTENANCE,1
2020,FREEZING RAIN/DRIZZLE,UNABLE TO DETERMINE,82
2020,FREEZING RAIN/DRIZZLE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2
2020,FREEZING RAIN/DRIZZLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5
2020,FREEZING RAIN/DRIZZLE,WEATHER,29
2020,OTHER,DISREGARDING OTHER TRAFFIC SIGNS,1
2020,OTHER,DISREGARDING STOP SIGN,1
2020,OTHER,DISREGARDING TRAFFIC SIGNALS,4
2020,OTHER,DISTRACTION - FROM INSIDE VEHICLE,3
2020,OTHER,DISTRACTION - FROM OUTSIDE VEHICLE,1
2020,OTHER,DRIVING ON WRONG SIDE/WRONG WAY,1
2020,OTHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6
2020,OTHER,EQUIPMENT - VEHICLE CONDITION,3
2020,OTHER,FAILING TO REDUCE SPEED TO AVOID CRASH,10
2020,OTHER,FAILING TO YIELD RIGHT-OF-WAY,15
2020,OTHER,FOLLOWING TOO CLOSELY,9
2020,OTHER,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2020,OTHER,IMPROPER BACKING,7
2020,OTHER,IMPROPER LANE USAGE,3
2020,OTHER,IMPROPER OVERTAKING/PASSING,6
2020,OTHER,IMPROPER TURNING/NO SIGNAL,8
2020,OTHER,NOT APPLICABLE,19
2020,OTHER,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3
2020,OTHER,PASSING STOPPED SCHOOL BUS,1
2020,OTHER,PHYSICAL CONDITION OF DRIVER,1
2020,OTHER,UNABLE TO DETERMINE,93
2020,OTHER,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),4
2020,OTHER,WEATHER,16
2020,RAIN,ANIMAL,5
2020,RAIN,CELL PHONE USE OTHER THAN TEXTING,12
2020,RAIN,DISREGARDING OTHER TRAFFIC SIGNS,20
2020,RAIN,DISREGARDING ROAD MARKINGS,6
2020,RAIN,DISREGARDING STOP SIGN,128
2020,RAIN,DISREGARDING TRAFFIC SIGNALS,229
2020,RAIN,DISREGARDING YIELD SIGN,4
2020,RAIN,DISTRACTION - FROM INSIDE VEHICLE,47
2020,RAIN,DISTRACTION - FROM OUTSIDE VEHICLE,30
2020,RAIN,DRIVING ON WRONG SIDE/WRONG WAY,60
2020,RAIN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,209
2020,RAIN,EQUIPMENT - VEHICLE CONDITION,68
2020,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",13
2020,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,520
2020,RAIN,FAILING TO YIELD RIGHT-OF-WAY,872
2020,RAIN,FOLLOWING TOO CLOSELY,724
2020,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),12
2020,RAIN,IMPROPER BACKING,217
2020,RAIN,IMPROPER LANE USAGE,195
2020,RAIN,IMPROPER OVERTAKING/PASSING,262
2020,RAIN,IMPROPER TURNING/NO SIGNAL,217
2020,RAIN,NOT APPLICABLE,340
2020,RAIN,OBSTRUCTED CROSSWALKS,1
2020,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",93
2020,RAIN,PHYSICAL CONDITION OF DRIVER,33
2020,RAIN,RELATED TO BUS STOP,3
2020,RAIN,ROAD CONSTRUCTION/MAINTENANCE,11
2020,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,11
2020,RAIN,TEXTING,3
2020,RAIN,TURNING RIGHT ON RED,8
2020,RAIN,UNABLE TO DETERMINE,2568
2020,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),47
2020,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",48
2020,RAIN,WEATHER,525
2020,SEVERE CROSS WIND GATE,DISREGARDING TRAFFIC SIGNALS,1
2020,SEVERE CROSS WIND GATE,EQUIPMENT - VEHICLE CONDITION,1
2020,SEVERE CROSS WIND GATE,FAILING TO REDUCE SPEED TO AVOID CRASH,1
2020,SEVERE CROSS WIND GATE,UNABLE TO DETERMINE,3
2020,SEVERE CROSS WIND GATE,WEATHER,2
2020,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,2
2020,SLEET/HAIL,DRIVING ON WRONG SIDE/WRONG WAY,1
2020,SLEET/HAIL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1
2020,SLEET/HAIL,EQUIPMENT - VEHICLE CONDITION,1
2020,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,5
2020,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,8
2020,SLEET/HAIL,FOLLOWING TOO CLOSELY,4
2020,SLEET/HAIL,IMPROPER LANE USAGE,1
2020,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,3
2020,SLEET/HAIL,NOT APPLICABLE,3
2020,SLEET/HAIL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2020,SLEET/HAIL,UNABLE TO DETERMINE,23
2020,SLEET/HAIL,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3
2020,SLEET/HAIL,WEATHER,9
2020,SNOW,ANIMAL,2
2020,SNOW,CELL PHONE USE OTHER THAN TEXTING,1
2020,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,7
2020,SNOW,DISREGARDING ROAD MARKINGS,1
2020,SNOW,DISREGARDING STOP SIGN,28
2020,SNOW,DISREGARDING TRAFFIC SIGNALS,56
2020,SNOW,DISREGARDING YIELD SIGN,2
2020,SNOW,DISTRACTION - FROM INSIDE VEHICLE,13
2020,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,7
2020,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,15
2020,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,65
2020,SNOW,EQUIPMENT - VEHICLE CONDITION,18
2020,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",5
2020,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,168
2020,SNOW,FAILING TO YIELD RIGHT-OF-WAY,307
2020,SNOW,FOLLOWING TOO CLOSELY,277
2020,SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),2
2020,SNOW,IMPROPER BACKING,76
2020,SNOW,IMPROPER LANE USAGE,85
2020,SNOW,IMPROPER OVERTAKING/PASSING,88
2020,SNOW,IMPROPER TURNING/NO SIGNAL,90
2020,SNOW,NOT APPLICABLE,126
2020,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",34
2020,SNOW,PHYSICAL CONDITION OF DRIVER,16
2020,SNOW,RELATED TO BUS STOP,2
2020,SNOW,ROAD CONSTRUCTION/MAINTENANCE,4
2020,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,9
2020,SNOW,TEXTING,1
2020,SNOW,TURNING RIGHT ON RED,3
2020,SNOW,UNABLE TO DETERMINE,982
2020,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),18
2020,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",9
2020,SNOW,WEATHER,494
2020,UNKNOWN,ANIMAL,5
2020,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,1
2020,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,6
2020,UNKNOWN,DISREGARDING STOP SIGN,14
2020,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,22
2020,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,6
2020,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,3
2020,UNKNOWN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2020,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,10
2020,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,54
2020,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,6
2020,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",3
2020,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,78
2020,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,140
2020,UNKNOWN,FOLLOWING TOO CLOSELY,167
2020,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2020,UNKNOWN,IMPROPER BACKING,107
2020,UNKNOWN,IMPROPER LANE USAGE,59
2020,UNKNOWN,IMPROPER OVERTAKING/PASSING,121
2020,UNKNOWN,IMPROPER TURNING/NO SIGNAL,55
2020,UNKNOWN,NOT APPLICABLE,240
2020,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",19
2020,UNKNOWN,PHYSICAL CONDITION OF DRIVER,8
2020,UNKNOWN,RELATED TO BUS STOP,1
2020,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,2
2020,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4
2020,UNKNOWN,UNABLE TO DETERMINE,2813
2020,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),4
2020,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2020,UNKNOWN,WEATHER,7
2021,BLOWING SNOW,DISREGARDING TRAFFIC SIGNALS,1
2021,BLOWING SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,4
2021,BLOWING SNOW,FAILING TO YIELD RIGHT-OF-WAY,8
2021,BLOWING SNOW,FOLLOWING TOO CLOSELY,6
2021,BLOWING SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2021,BLOWING SNOW,IMPROPER BACKING,1
2021,BLOWING SNOW,IMPROPER TURNING/NO SIGNAL,1
2021,BLOWING SNOW,NOT APPLICABLE,5
2021,BLOWING SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2021,BLOWING SNOW,UNABLE TO DETERMINE,29
2021,BLOWING SNOW,WEATHER,35
2021,CLEAR,ANIMAL,75
2021,CLEAR,BICYCLE ADVANCING LEGALLY ON RED LIGHT,6
2021,CLEAR,CELL PHONE USE OTHER THAN TEXTING,132
2021,CLEAR,DISREGARDING OTHER TRAFFIC SIGNS,223
2021,CLEAR,DISREGARDING ROAD MARKINGS,106
2021,CLEAR,DISREGARDING STOP SIGN,1134
2021,CLEAR,DISREGARDING TRAFFIC SIGNALS,2039
2021,CLEAR,DISREGARDING YIELD SIGN,28
2021,CLEAR,DISTRACTION - FROM INSIDE VEHICLE,623
2021,CLEAR,DISTRACTION - FROM OUTSIDE VEHICLE,391
2021,CLEAR,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",50
2021,CLEAR,DRIVING ON WRONG SIDE/WRONG WAY,564
2021,CLEAR,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3054
2021,CLEAR,EQUIPMENT - VEHICLE CONDITION,641
2021,CLEAR,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",189
2021,CLEAR,FAILING TO REDUCE SPEED TO AVOID CRASH,3919
2021,CLEAR,FAILING TO YIELD RIGHT-OF-WAY,9304
2021,CLEAR,FOLLOWING TOO CLOSELY,7391
2021,CLEAR,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),85
2021,CLEAR,IMPROPER BACKING,3203
2021,CLEAR,IMPROPER LANE USAGE,2931
2021,CLEAR,IMPROPER OVERTAKING/PASSING,4467
2021,CLEAR,IMPROPER TURNING/NO SIGNAL,2895
2021,CLEAR,NOT APPLICABLE,4516
2021,CLEAR,OBSTRUCTED CROSSWALKS,14
2021,CLEAR,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1325
2021,CLEAR,PASSING STOPPED SCHOOL BUS,14
2021,CLEAR,PHYSICAL CONDITION OF DRIVER,643
2021,CLEAR,RELATED TO BUS STOP,47
2021,CLEAR,ROAD CONSTRUCTION/MAINTENANCE,146
2021,CLEAR,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,131
2021,CLEAR,TEXTING,40
2021,CLEAR,TURNING RIGHT ON RED,67
2021,CLEAR,UNABLE TO DETERMINE,34226
2021,CLEAR,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),444
2021,CLEAR,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",548
2021,CLEAR,WEATHER,237
2021,CLOUDY/OVERCAST,BICYCLE ADVANCING LEGALLY ON RED LIGHT,1
2021,CLOUDY/OVERCAST,CELL PHONE USE OTHER THAN TEXTING,3
2021,CLOUDY/OVERCAST,DISREGARDING OTHER TRAFFIC SIGNS,5
2021,CLOUDY/OVERCAST,DISREGARDING ROAD MARKINGS,3
2021,CLOUDY/OVERCAST,DISREGARDING STOP SIGN,40
2021,CLOUDY/OVERCAST,DISREGARDING TRAFFIC SIGNALS,89
2021,CLOUDY/OVERCAST,DISTRACTION - FROM INSIDE VEHICLE,29
2021,CLOUDY/OVERCAST,DISTRACTION - FROM OUTSIDE VEHICLE,15
2021,CLOUDY/OVERCAST,DRIVING ON WRONG SIDE/WRONG WAY,19
2021,CLOUDY/OVERCAST,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,142
2021,CLOUDY/OVERCAST,EQUIPMENT - VEHICLE CONDITION,26
2021,CLOUDY/OVERCAST,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",12
2021,CLOUDY/OVERCAST,FAILING TO REDUCE SPEED TO AVOID CRASH,151
2021,CLOUDY/OVERCAST,FAILING TO YIELD RIGHT-OF-WAY,393
2021,CLOUDY/OVERCAST,FOLLOWING TOO CLOSELY,281
2021,CLOUDY/OVERCAST,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),4
2021,CLOUDY/OVERCAST,IMPROPER BACKING,98
2021,CLOUDY/OVERCAST,IMPROPER LANE USAGE,134
2021,CLOUDY/OVERCAST,IMPROPER OVERTAKING/PASSING,147
2021,CLOUDY/OVERCAST,IMPROPER TURNING/NO SIGNAL,111
2021,CLOUDY/OVERCAST,NOT APPLICABLE,99
2021,CLOUDY/OVERCAST,OBSTRUCTED CROSSWALKS,1
2021,CLOUDY/OVERCAST,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",58
